way_id,coordinates
6163,"105.7808625,21.1256294;105.7808508,21.1255921"
6164,"105.9118492,21.0799235;105.9119421,21.0800395;105.9120563,21.0801821"
6165,"105.9113367,21.0800566;105.9117381,21.0799524;105.9118492,21.0799235"
6166,"105.9046321,21.0815322;105.9044534,21.0816482;105.9044253,21.0816697;105.9041888,21.0818505;105.9038184,21.082147;105.9036458,21.0824096;105.9035193,21.0826925;105.9035166,21.0832546;105.9035459,21.0837217;105.9035403,21.0838123;105.9035758,21.0849836;105.9035992,21.0853985;105.9036337,21.0860123;105.9036185,21.0863714;105.9035251,21.0867741;105.9034949,21.0868614;105.9034399,21.0870195;105.9034085,21.0871118;105.9032673,21.0874275;105.9031189,21.0876597;105.9029339,21.0878999;105.90286,21.0879744;105.9027368,21.0880988;105.9022742,21.088475;105.9021438,21.0885724"
6167,"105.7874988,21.1062302;105.7872587,21.1061896;105.7871629,21.1061487;105.7869004,21.1061328;105.7868148,21.1061276;105.786668,21.1061527"
6168,"105.7651386,21.1203275;105.765419,21.120242;105.7658275,21.1201527;105.7667082,21.1199515;105.7668679,21.1199138;105.7670265,21.119886;105.7671536,21.1198584"
6169,"105.7671955,21.1200124;105.7670609,21.12004;105.7659424,21.1202784;105.7656448,21.1203419;105.7652977,21.1204437;105.7650754,21.1205292;105.764938,21.1205879;105.764781,21.1206624"
6170,"105.7647566,21.1204435;105.7648969,21.1204011;105.765006,21.1203714;105.7651386,21.1203275"
6171,"105.764781,21.1206624;105.7647566,21.1204435"
6172,"105.7988548,21.214314;105.7986943,21.2143568"
6173,"105.805299,21.2118733;105.8054168,21.2118388"
6174,"105.8228063,21.206995;105.823757,21.2067313"
6175,"105.8238881,21.2070807;105.8237739,21.2071127;105.8233395,21.2072347;105.8228989,21.2073562;105.8220355,21.2075905"
6176,"105.8220355,21.2075905;105.8181955,21.2086768;105.8176389,21.2088357;105.8172642,21.2089422;105.8165103,21.2091434"
6177,"105.815506,21.2095264;105.8147588,21.2097322;105.8141288,21.209902;105.8137277,21.2100255;105.8135082,21.2100802;105.8121019,21.2104833;105.8101164,21.2110616"
6178,"105.8685353,20.9644215;105.868455,20.9644302;105.8682343,20.9644511;105.8675453,20.9644639"
6179,"105.9202448,20.7000326;105.9197055,20.7012971;105.919502,20.7018997;105.9193607,20.7023975;105.9191842,20.7030893;105.9190259,20.7039538"
6180,"105.7853199,21.21826;105.7849155,21.2183741;105.7840846,21.2186084;105.7839498,21.2186464;105.7838938,21.2186616;105.7835468,21.2187556;105.7833208,21.2188246;105.7830387,21.2189031;105.7828219,21.2189634;105.7822345,21.2191246;105.7820749,21.2191734;105.7819216,21.2192084;105.7817776,21.2192394;105.7814513,21.2192922;105.7811818,21.2193322;105.7809176,21.2193372;105.7807137,21.2193284;105.7805112,21.2193097;105.7803328,21.2192772;105.7801892,21.2192435;105.7801357,21.2192309;105.7799927,21.2191886;105.7799667,21.2191809;105.7797883,21.2191221;105.7796167,21.2190346;105.7794142,21.2189221;105.7793015,21.2188458;105.779154,21.2187496;105.7790132,21.2186258;105.7788777,21.2184783;105.7787731,21.2183758;105.7786833,21.2182595;105.7786068,21.2181507;105.778521,21.2180257;105.7784513,21.217902;105.7783815,21.2177494;105.7783011,21.2175419;105.7782447,21.2173306;105.77818,21.2170104;105.7781717,21.2169572;105.7781655,21.2169078;105.778141,21.2168741;105.778106,21.2168501;105.7780593,21.2168414;105.777949,21.2168365"
6181,"105.8489235,20.9479297;105.8488391,20.9479287"
6182,"105.8481273,20.9452666;105.8482115,20.9453588;105.8489513,20.9462769;105.8489847,20.9463929;105.8490075,20.9464722;105.8490049,20.9465206;105.8489665,20.9472315;105.8489449,20.947583;105.8489361,20.9477258;105.8489235,20.9479297"
6183,"105.7807967,21.0418777;105.7807356,21.0408854;105.7807184,21.0405924;105.7807161,21.040553;105.7807132,21.0405038;105.7807025,21.0403217"
6184,"105.7805141,21.0380521;105.7804714,21.0376396;105.7804593,21.0375222;105.7804079,21.0372564;105.7803536,21.0370962;105.7802978,21.0368824"
6185,"105.779525,21.0366933;105.7794706,21.0366886"
6186,"105.7619123,21.0416019;105.7617211,21.0416723"
6187,"105.772705,21.0616538;105.7727777,21.0616499;105.7729763,21.0616232;105.7731141,21.0616283"
6188,"105.8275298,21.0284861;105.8275091,21.0287132;105.8275002,21.0288101"
6189,"105.8053079,21.0343825;105.8053908,21.0345245;105.8054453,21.03462;105.8054881,21.0346669"
6190,"105.7994551,21.2136644;105.8007166,21.2133005;105.8012497,21.2131445;105.8016144,21.2130411"
6191,"105.810091,21.2109795;105.8093549,21.2111958;105.8089807,21.2113092;105.8081895,21.2115251"
6192,"105.8081895,21.2115251;105.807149,21.2118391;105.8065987,21.2120002;105.8062269,21.2121087"
6193,"105.8062269,21.2121087;105.8059163,21.2121938;105.8058637,21.2122082;105.8054511,21.2123213"
6194,"105.8247374,21.0278021;105.824225,21.0273813;105.8231181,21.0264456;105.8230594,21.0263943"
6195,"105.8231844,21.0262688;105.8232395,21.0263116;105.8234265,21.0264729;105.8244215,21.0273223;105.8248143,21.0276475"
6196,"105.7980514,21.2144779;105.7979852,21.2144967;105.7978451,21.2145365;105.7973555,21.2146731;105.7969366,21.2147903"
6197,"105.7442888,20.9888213;105.7442122,20.9887254"
6198,"105.8485614,20.95619;105.8487035,20.9554336;105.8489276,20.9541383"
6199,"105.8463138,20.9587796;105.8463704,20.9584883;105.846375,20.9584646;105.8464635,20.9580113"
6200,"105.8101164,21.2110616;105.809172,21.2113298;105.8082744,21.2115816;105.8082145,21.2115988"
6201,"105.7797062,20.9971258;105.7795445,20.9968625;105.7792565,20.9963333;105.7790898,20.9960677"
6202,"105.813135,21.0314305;105.813089,21.0312839"
6203,"105.7814451,21.0002086;105.7809994,20.9995076"
6204,"105.7810878,20.9994699;105.7815199,21.0001612"
6205,"105.7802089,20.9980136;105.7802536,20.9979975;105.7803012,20.9980026;105.7803409,20.9980277;105.7803635,20.9980672;105.7803638,20.998112;105.7803418,20.9981518"
6206,"105.812866,21.0297957;105.8129248,21.0299829"
6207,"105.8399826,21.0409808;105.840074,21.0409637"
6208,"105.7959873,20.9635538;105.7961882,20.9634555"
6209,"105.7942699,20.961955;105.794309,20.9619601;105.794346,20.9619817;105.7943696,20.962016;105.7943754,20.9620409"
6210,"105.7943754,20.9620409;105.7943719,20.9620738;105.7943563,20.9621035;105.7943306,20.9621262;105.7943005,20.9621418;105.7942664,20.9621411"
6211,"105.7941758,20.9620456;105.7941836,20.9620119;105.794204,20.9619832;105.7942341,20.9619633;105.7942699,20.961955"
6212,"105.7897602,20.9583031;105.7896575,20.9584062;105.7894101,20.9586637;105.788956,20.9590676;105.7888523,20.9591454;105.7885381,20.9593776;105.7882856,20.9595186;105.7881351,20.9595925;105.7877982,20.9598074;105.7875681,20.9599238;105.7872766,20.9600711;105.7867217,20.9604768;105.7864778,20.9607633;105.7862751,20.9610467;105.7861398,20.9611203;105.7860015,20.9611794;105.78582,20.9614916;105.7857013,20.9618166;105.785692,20.9618372;105.7856553,20.9619389;105.7855804,20.9621663;105.7852798,20.9622553;105.7851742,20.962298;105.7849824,20.9624676;105.7848384,20.9627265;105.7847612,20.9629542;105.784725,20.9631503;105.7846634,20.9633742;105.7846007,20.9634932;105.7844706,20.9635947;105.7842322,20.9637199;105.7839678,20.963771;105.7834858,20.9638642;105.783082,20.9638945"
6213,"105.7907752,20.9592452;105.7906906,20.9591718;105.790251,20.9587795;105.7899031,20.9584287;105.7897602,20.9583031"
6214,"105.7898784,20.9581687;105.7897602,20.9583031"
6215,"105.7930802,20.9568039;105.7924001,20.9568677;105.7917521,20.9568813;105.7915139,20.9569797;105.7912254,20.9571849;105.7908082,20.9575068;105.7904901,20.9577188;105.7900041,20.95808;105.7898784,20.9581687"
6216,"105.5798249,20.8632716;105.5797402,20.8634613;105.5794357,20.864118;105.5793075,20.8643905;105.5792225,20.8645637;105.5785205,20.8659949;105.5781701,20.8667093;105.5779702,20.8671169;105.5771043,20.868862;105.576912,20.8692653;105.5767313,20.8696814;105.5766499,20.8699148;105.5765608,20.8703944;105.5765683,20.8708434;105.5765945,20.8711024;105.5766067,20.8711853;105.5767601,20.8721146;105.5768195,20.8725024;105.5768841,20.8728966;105.5769803,20.8735061;105.5770718,20.8741719;105.5772605,20.875407;105.57736,20.8760084;105.5773667,20.8760524;105.5774833,20.8768176;105.5775445,20.8772196;105.5776728,20.8780614;105.5777721,20.8786888;105.5778517,20.879192;105.5778661,20.8792832;105.5780351,20.8802029;105.5780456,20.8802724;105.5782329,20.8815134;105.5782933,20.8819134;105.5783165,20.8820674;105.5783744,20.8824512;105.578543,20.8834723;105.5785858,20.8837601;105.5786443,20.8841542;105.5786791,20.8843885;105.5787727,20.885019;105.5787859,20.8851078;105.5788603,20.8856085;105.578869,20.8856636;105.5789098,20.8859203;105.5789808,20.8863046;105.5790805,20.8869961;105.5791411,20.8873776;105.5791661,20.8875351;105.5793224,20.8885145;105.579351,20.8886578;105.5794425,20.8893533;105.5794697,20.8895604;105.5794891,20.8897078;105.5795074,20.889847;105.5795803,20.8901316;105.5796283,20.8903187;105.5797776,20.8907106;105.5800834,20.8911225;105.5802495,20.8913165;105.5805669,20.8916872;105.5806277,20.8917558;105.5809082,20.8920725;105.5810504,20.8923648;105.5810965,20.8925047;105.5811073,20.8925375;105.5811166,20.8926306;105.5811642,20.8931088"
6217,"105.5338056,20.9993461;105.5338731,20.9994026;105.5339217,20.9994742;105.5339472,20.9995521;105.5339499,20.9996335"
6218,"105.5303736,21.009579;105.5303345,21.0095658;105.5302598,21.0095407;105.5301648,21.0095042;105.5290085,21.0090565;105.5287081,21.0089789;105.5284131,21.0089288;105.5279651,21.0088737;105.5277087,21.0088668;105.527477,21.0088737;105.527241,21.0088888;105.5270123,21.0089177;105.526762,21.0089641;105.5263478,21.009074;105.5262596,21.0091015"
6219,"105.5262345,21.0090169;105.5264517,21.008951;105.5265781,21.0089196;105.5266174,21.0089098;105.5266979,21.0088897;105.5269657,21.0088394;105.5272281,21.0088028;105.5274633,21.0087838;105.5276498,21.0087799;105.527853,21.0087813;105.5281237,21.0087956;105.5284087,21.0088301;105.5286514,21.0088752;105.528849,21.0089165;105.5290666,21.0089828;105.5296952,21.0092265;105.5298097,21.0092709;105.5302786,21.0094527"
6220,"105.5216502,21.0014878;105.5215926,21.0016064;105.5213233,21.0020732;105.5209082,21.0026438;105.5205393,21.0030199;105.5203337,21.00334;105.5200497,21.0037324;105.5199205,21.0039129;105.5193412,21.0047222;105.5192446,21.0048723;105.5190793,21.0051289;105.5188155,21.0055385;105.5184917,21.0060966;105.5183293,21.0065571;105.5181935,21.0070642;105.5181669,21.0071636;105.5181494,21.0073335;105.5181021,21.0076492;105.51809,21.0078112;105.5180815,21.0079408;105.5180764,21.0080181"
6221,"105.5180764,21.0080181;105.5180801,21.0080654;105.5180899,21.0081887"
6222,"105.5792888,20.9005616;105.5788888,20.9003492;105.578462,20.9001128;105.5782519,20.8999488;105.5780133,20.8997625;105.5777679,20.8995281;105.5772518,20.8990352;105.576447,20.8982756;105.5754123,20.897299;105.5753499,20.8972401;105.5748543,20.8967724;105.5747767,20.8966975;105.5741335,20.8960767;105.5739316,20.8958818;105.5721669,20.8941784;105.5720266,20.8940444;105.5705168,20.8925959;105.5695421,20.8916608;105.5694847,20.8915991;105.5686515,20.8907036;105.5680837,20.8899702;105.5678894,20.8897389;105.5668967,20.8882873;105.5668739,20.8882539;105.566654,20.8879364;105.5658322,20.8867495;105.5657393,20.8866731;105.5656796,20.886624;105.5649416,20.8860175;105.5641581,20.8856546;105.5631268,20.8853418;105.5597764,20.8843919;105.5590143,20.8841758"
6223,"105.9166184,20.7075306;105.9166882,20.7075026;105.9167634,20.7074724"
6224,"105.8060167,20.8030267;105.8059427,20.8033368;105.8059353,20.803391;105.8059047,20.8036159;105.8058232,20.804615;105.8058025,20.8050121;105.8058527,20.8052925;105.8059206,20.8056716;105.8060352,20.8063113;105.806102,20.8066395;105.8062952,20.8073579;105.8063635,20.8076117;105.806398,20.8077399;105.8064308,20.8077983;105.8065331,20.8079801;105.8065617,20.8080308;105.8069186,20.808665;105.8070445,20.808888;105.8070791,20.8089494;105.8072429,20.8092041;105.8073674,20.8093977;105.807423,20.8094842;105.8077854,20.8100476;105.8080764,20.810501;105.8092641,20.8122022;105.8104498,20.8141902;105.81052,20.8143079"
6225,"105.773302,21.026463;105.7733204,21.0263973;105.7733784,21.026209;105.7734493,21.0259791"
6226,"105.8218932,21.0251753;105.8223409,21.0255517;105.8229496,21.0260644;105.8231186,21.026212;105.8231844,21.0262688"
6227,"105.8230594,21.0263943;105.8229992,21.0263413;105.8218675,21.0254096"
6228,"105.8200922,21.023869;105.8197872,21.0235693;105.8197842,21.0235649;105.8197471,21.0234381"
6229,"105.8162249,21.0304316;105.8163595,21.0304337;105.8171545,21.0305372;105.8172607,21.030551"
6230,"105.8172607,21.030551;105.8182347,21.0306756"
6231,"105.818209,21.0308137;105.8173818,21.0307017;105.8172566,21.030683"
6232,"105.7940996,21.0372238;105.794156,21.0371958;105.794208,21.0371813;105.7942629,21.0371759;105.7943037,21.037178;105.7943439,21.0371853"
6233,"105.7943439,21.0371853;105.7943805,21.0371968;105.7944343,21.0372237;105.7944935,21.0372729;105.7945245,21.0373133;105.7945473,21.0373583"
6234,"105.7969465,21.0389518;105.7962015,21.0388706;105.7961061,21.0388576"
6235,"105.7966368,21.0428386;105.7965718,21.042801;105.7962368,21.0425958;105.795668,21.0422426;105.7947706,21.0416869;105.7947256,21.0416624;105.7946806,21.0416459;105.7946288,21.0416339;105.7945714,21.0416305;105.7945053,21.0416307"
6236,"105.7835488,21.0601892;105.7836224,21.0603313;105.7837915,21.0609846;105.7838531,21.061227;105.7841954,21.0625749;105.7846308,21.0643399"
6237,"105.7852838,21.0815086;105.7853041,21.0817057;105.7853207,21.0819871"
6238,"105.785069,21.0815586;105.7850577,21.0814399;105.7850537,21.0813916;105.7850508,21.0813422;105.7850267,21.0809896;105.784997,21.0805625"
6239,"105.7851183,21.0824037;105.7851164,21.0823682;105.785069,21.0815586"
6240,"105.7786338,21.0837942;105.7785799,21.0837875;105.7783366,21.0837634;105.7780302,21.083733"
6241,"105.7813386,21.0493723;105.7812602,21.0483001;105.7812032,21.0474688"
6242,"105.7815381,21.0474529;105.7815548,21.0475012;105.7815764,21.0475713;105.7815935,21.0479555;105.7816331,21.0485449;105.7816444,21.0487182"
6243,"105.7947531,21.0377179;105.7944599,21.0376676"
6244,"105.6299049,21.0020175;105.6303071,21.0014237;105.6307905,21.0007101;105.6310371,21.0003311;105.6312463,20.9999858;105.6315336,20.99951;105.6315794,20.9994184;105.631794,20.9989891;105.6322377,20.9981436;105.632386,20.997861;105.6323955,20.9978429;105.63275,20.9971895;105.6330514,20.9966339;105.6340681,20.9954554;105.6341378,20.9953411;105.6343908,20.9950233;105.6347032,20.9945581;105.635065,20.9943106;105.6353833,20.9941009;105.6355747,20.9939619;105.6362111,20.9938121;105.6367094,20.9936948;105.6377404,20.9934521;105.6385298,20.9933022;105.6396567,20.992897"
6245,"105.638192,21.0207993;105.6381939,21.0208465;105.6381715,21.0209089;105.638127,21.0209598;105.6380661,21.0209928;105.6379967,21.0210035;105.6379276,21.0209907;105.6378678,21.020956;105.6378465,21.0209299"
6246,"105.6380521,21.020644;105.6381155,21.0206726;105.638164,21.0207203"
6247,"105.6456335,21.0265866;105.6455427,21.0269054;105.6454899,21.0271045;105.6453849,21.027468;105.6453615,21.0275578;105.6451743,21.0281614;105.6451454,21.0282728;105.6450865,21.0284306;105.6450067,21.028704;105.6448632,21.0290985"
6248,"105.6445104,21.0317985;105.6445872,21.0321105;105.6445869,21.0322462;105.644579,21.0323723;105.6445654,21.0324984;105.644544,21.0326251;105.6444659,21.0328664;105.6442365,21.0339662;105.6441044,21.0346716;105.644078,21.0349916;105.6440747,21.0353055"
6249,"105.638164,21.0207203;105.6381913,21.0207809;105.638192,21.0207993"
6250,"105.637889,21.0206693;105.6379399,21.020646;105.6379959,21.0206374;105.6380521,21.020644"
6251,"105.6396567,20.992897;105.6398482,20.9928126"
6252,"105.5239365,21.0920419;105.5237123,21.0918745;105.5234761,21.0915956;105.523424,21.0915342;105.523324,21.0913311;105.5232693,21.0910648;105.5231492,21.0902831;105.523073,21.0900445;105.5225121,21.0882902;105.5223474,21.0879005;105.5221709,21.087648;105.52204,21.0874714;105.5218812,21.0872987;105.5214061,21.0867258;105.5208409,21.0861326;105.520606,21.085886;105.520201,21.0854001;105.520153,21.0853426;105.5198595,21.0850052;105.5194397,21.0845138;105.5194132,21.0844944;105.5192529,21.0843106;105.5180574,21.0829189;105.5177763,21.0825925;105.5171853,21.0818717;105.5169512,21.0815726;105.5166725,21.0812464;105.5163585,21.0808634;105.5162431,21.0807331;105.5161359,21.0806165;105.5153975,21.0798129;105.515262,21.0796534;105.515097,21.0795944;105.5143288,21.0793319;105.5136637,21.0791361;105.5134523,21.0790739;105.5131287,21.0790135;105.5128853,21.0790273;105.5128404,21.0790299;105.5126368,21.0790078;105.5123345,21.078975;105.5122609,21.0789637;105.5115108,21.0788488;105.5112471,21.0787609;105.5109755,21.0786841;105.5104637,21.0783932;105.5101685,21.0781509;105.5100224,21.0780309;105.5093359,21.0777631;105.5085693,21.0775643;105.5083065,21.0774137;105.5081362,21.0773002;105.5080475,21.0772459;105.5078915,21.0771586;105.5077783,21.077092;105.507328,21.0768397;105.506575,21.0763401;105.5061498,21.0760445;105.5058483,21.075827;105.5058081,21.0757945;105.5057437,21.075757;105.5057303,21.0757445;105.5052441,21.0754172;105.5047239,21.0750694;105.5045986,21.0749886;105.5037775,21.0744679;105.5027098,21.0737106;105.502495,21.0735994;105.5020098,21.0733483;105.5016782,21.0729856;105.5012567,21.0725279"
6253,"105.5244857,21.0924223;105.5239365,21.0920419"
6254,"105.4960506,21.1168362;105.4961951,21.1169473;105.4962413,21.1169835;105.4972661,21.117787;105.4973109,21.1178215;105.4977814,21.118297;105.4980341,21.1185977;105.498212,21.1188418;105.498441,21.1192146;105.4985258,21.1193527;105.4992718,21.1207427;105.4994676,21.1211074;105.4996246,21.1213841"
6255,"105.4996246,21.1213841;105.5001461,21.122306"
6256,"105.4995535,21.1214257;105.4993927,21.1211358;105.499277,21.1209675;105.4984314,21.1193952;105.4981521,21.1189402;105.4979619,21.1186589;105.4976684,21.1183039;105.4973365,21.117966;105.4972333,21.1178772;105.4971319,21.1177943;105.4969615,21.1176688;105.4961319,21.11702;105.4960629,21.1169658;105.4956874,21.1166768;105.4955643,21.11658;105.495426,21.1163924"
6257,"105.5000654,21.1223579;105.4995535,21.1214257"
6258,"105.8448097,21.0172681;105.8443784,21.0172974;105.8442692,21.017305"
6259,"105.8492523,21.0169984;105.8491546,21.0170024;105.8485651,21.0170352;105.8484518,21.0170395"
6260,"105.8493412,21.0187503;105.8492936,21.018576;105.8492847,21.0184103;105.8492605,21.0174756;105.8492544,21.0170884;105.8492523,21.0169984"
6261,"105.9648654,20.9977045;105.9649195,20.9977167;105.9649675,20.9977428;105.9650055,20.9977808;105.9650301,20.9978274;105.9650394,20.9978786;105.9650363,20.9979146;105.9650255,20.9979492;105.9650074,20.9979812"
