way_id,coordinates
4974,"105.7891587,21.0809196;105.7899897,21.0809128;105.7905977,21.0809032"
4975,"105.7905768,21.0811036;105.7900242,21.0811189;105.7892519,21.0811417"
4976,"105.789124,21.0811432;105.7890311,21.0809316;105.7889441,21.0807486;105.7888636,21.0805534;105.7884881,21.0797175;105.7881217,21.0789575;105.7879252,21.0786349;105.7873871,21.0777965;105.7873082,21.0776808;105.7872437,21.077561;105.7872082,21.0773948;105.787194,21.0767943"
4977,"105.7873186,21.0773449;105.7873267,21.07749;105.7873856,21.0776239;105.7881855,21.0788672"
4978,"105.7877706,21.0768069;105.7873295,21.0767859;105.787194,21.0767943;105.7870339,21.0767926;105.7865653,21.0767892"
4979,"105.8727096,21.0441976;105.872553,21.0441039"
4980,"105.872553,21.0441039;105.8722882,21.0439318;105.8722584,21.0439131;105.8720664,21.0437788;105.8717328,21.0435217;105.8714667,21.0432571;105.8713263,21.0431086;105.8710448,21.0428309;105.8706398,21.0424098;105.8702501,21.0420115;105.8700043,21.0417878;105.8699535,21.0417416;105.8696461,21.0414907;105.8694219,21.0413217;105.8691022,21.0411258;105.8687012,21.0409254;105.8683482,21.04079;105.8666675,21.0401474"
4981,"105.7014573,21.0475482;105.7022203,21.0474095;105.7025666,21.0473466;105.7036815,21.0472687;105.7040289,21.0472261"
4982,"105.6398482,20.9928126;105.6402834,20.9936235;105.6404257,20.9939763;105.6405729,20.994342;105.6405983,20.9944051;105.6407091,20.9947359;105.6409264,20.9954872;105.6410724,20.9962354;105.6410974,20.9963635;105.6411807,20.9971807;105.6412021,20.9973904;105.6412276,20.9976405;105.6411868,20.9990555;105.6411642,20.9998543"
4983,"105.5810334,21.0527774;105.5809495,21.052892"
4984,"105.6094586,21.020182;105.6087407,21.0207731;105.6084666,21.0209377;105.6080143,21.0212855;105.6067775,21.0222331;105.6064197,21.0225069;105.6063178,21.0225995;105.6062254,21.0226612;105.6058394,21.022958;105.6046358,21.0238836;105.6042595,21.024173;105.604075,21.0243149;105.6039938,21.0243791;105.6024158,21.025614;105.6022705,21.0257277;105.598554,21.0286362;105.5984102,21.0287414;105.5975039,21.0293828;105.597128,21.0297374;105.5964839,21.0303451;105.595699,21.0309415;105.5949126,21.0313951;105.5946413,21.0315341;105.5945181,21.0315972;105.5940372,21.0318537;105.5937002,21.0320743;105.5934324,21.0322947;105.5932807,21.0324351"
4985,"105.8217973,21.0025778;105.8220224,21.0025463;105.8223668,21.0024634;105.8259134,21.0015675;105.826217,21.0014287"
4986,"105.8262785,21.0016881;105.8259898,21.001663;105.8220476,21.0026582;105.821931,21.0027599"
4987,"105.8262785,21.0016881;105.8261838,21.0017167;105.8260558,21.0017626;105.8258343,21.0018255;105.8252013,21.0019872;105.8245643,21.0021482;105.823974,21.0023062;105.8233018,21.0024802;105.8226895,21.0026326;105.8222649,21.0027235;105.8220838,21.0027527;105.821931,21.0027599"
4988,"105.821931,21.0027599;105.8215609,21.002864;105.8212776,21.0029422;105.8212484,21.0029502;105.8209319,21.0030372"
4989,"105.8364888,20.9987849;105.836752,20.9987162;105.836923,20.9986694;105.8370605,20.9986405;105.8372407,20.9985934;105.8374483,20.9985418;105.8376966,20.9984753;105.8381562,20.998353;105.8385071,20.9982553;105.8387132,20.9982019;105.8393934,20.9980133;105.839721,20.9980182"
4990,"105.5812526,21.0075291;105.5821431,21.0064173"
4991,"105.575118,21.0585661;105.5751615,21.058641;105.5755178,21.059271;105.5762262,21.0605238;105.5762663,21.0605992"
4992,"105.5715768,21.0546959;105.5716972,21.0548777;105.57183,21.0550937;105.5718527,21.0551231;105.5720693,21.0553793;105.5723855,21.055587;105.5731029,21.0560661;105.5733096,21.0562359;105.5735393,21.0564713;105.5741946,21.0574256;105.5748881,21.0582158"
4993,"105.5777726,21.0570599;105.5775015,21.0571675;105.5769072,21.057401;105.576689,21.0574867;105.5756534,21.0579147;105.5752785,21.0581084"
4994,"105.9444872,20.9918979;105.9445501,20.9918294;105.9446077,20.991795;105.944622,20.9917865;105.9447049,20.9917678"
4995,"105.9392782,20.9952031;105.9391908,20.9952535;105.9390878,20.9953116;105.9383213,20.9957521;105.9382298,20.9958085;105.9380752,20.9959197;105.9380309,20.9959515;105.9379065,20.9960574;105.9376991,20.9962339;105.9370047,20.9968335;105.9368538,20.9969638;105.9366952,20.9971008;105.9366161,20.9971691;105.9362379,20.997507;105.936078,20.997674;105.9359276,20.9978485;105.9358098,20.998005;105.9357718,20.9980618;105.9356307,20.9982729"
4996,"105.9355203,20.9982328;105.9355345,20.9982084;105.9356899,20.9980094;105.9358802,20.9977657;105.9359708,20.9976598;105.9360598,20.9975682;105.9363903,20.9972524;105.9366308,20.9970383;105.9367917,20.996895;105.9369452,20.9967644;105.9378488,20.9959955;105.9380206,20.9958493;105.9381815,20.9957441;105.9383029,20.9956648;105.9390455,20.9952406;105.9392423,20.9951274"
4997,"105.9449005,20.9918328;105.9450069,20.991773;105.9461363,20.9911386;105.9462139,20.9910937;105.9464424,20.990963;105.947889,20.9901262;105.9480464,20.9900351;105.9481989,20.989949;105.9484071,20.9898314;105.9492671,20.9893382;105.9494052,20.989259;105.9494634,20.9892259;105.9495884,20.9891548;105.9502373,20.9887861"
4998,"105.9507434,20.9885921;105.950509,20.98873;105.9502411,20.9888876;105.9496355,20.9892307;105.9495093,20.9893022;105.949454,20.9893336;105.9493127,20.9894151;105.9491036,20.9895358;105.9487574,20.989729;105.9484326,20.9899162;105.9482451,20.9900244;105.9480957,20.9901105;105.9479371,20.990202;105.9464879,20.9910381;105.9463291,20.9911297;105.9462592,20.9911718;105.9461841,20.9912125;105.9452671,20.9917327;105.9450565,20.9918522;105.9450397,20.9918617;105.9449583,20.9919079"
4999,"105.9507675,20.9884826;105.9509738,20.9883635;105.9521036,20.9877115"
5000,"105.9556219,20.992206;105.9558098,20.9922065;105.9576288,20.9922118;105.9577992,20.9922123;105.9580091,20.9922126;105.9595378,20.9922148;105.9603145,20.992216;105.9606892,20.9922165"
5001,"105.9607688,20.9923069;105.9606221,20.9923106;105.9603147,20.9923113;105.9597064,20.9923128;105.9595372,20.9923134;105.9580098,20.9923187;105.9577994,20.9923194;105.9576308,20.9923179;105.9558074,20.9923017;105.9556225,20.9923001"
5002,"105.9607688,20.9923069;105.9602979,20.9926596;105.9601719,20.992754;105.959836,20.9930055;105.9596888,20.9931157;105.9582846,20.9941674;105.9581313,20.9942822;105.9579244,20.9944371;105.9575678,20.9947042;105.957422,20.9948134;105.9572867,20.9949147;105.9565926,20.9954345;105.956457,20.9955361;105.9563042,20.9956505;105.9559528,20.9959136;105.955789,20.9960438"
5003,"105.9523679,20.9984787;105.9523915,20.9984611;105.9525223,20.9983636;105.9527029,20.998229;105.9529857,20.9980182;105.9531214,20.997917;105.953252,20.9978197;105.9542718,20.9970595;105.9544217,20.9969477;105.9545568,20.996847;105.9548982,20.9965925;105.9553766,20.9962358;105.9555357,20.9961172;105.9557274,20.9959744;105.9558954,20.9958491;105.9562469,20.995587;105.9564035,20.9954715;105.9565371,20.9953707;105.9572325,20.9948523;105.9573678,20.9947515;105.9575141,20.9946424;105.9578713,20.9943761;105.9580814,20.9942195;105.9582322,20.9941071;105.9585803,20.9938476"
5004,"105.9479555,21.0029668;105.9480148,21.0028918;105.9481687,21.0026971;105.948789,21.0019125;105.9490337,21.001603;105.9498786,21.0005342;105.9500028,21.0003772;105.950235,21.0000834;105.9502552,21.0000615;105.9502814,21.0000372;105.9503212,21.0000048;105.9503632,20.9999732;105.9504447,20.9999122;105.9506403,20.9997665;105.9517786,20.9989179;105.9519622,20.9987811"
5005,"105.9432835,20.9896102;105.944034,20.9907494"
5006,"105.829422,20.9688995;105.8291214,20.9690565;105.829046,20.969096"
5007,"105.8298889,20.9681733;105.8301141,20.9680561;105.8305647,20.9678249;105.8316582,20.9672525;105.831975,20.9671043;105.8323479,20.9669559"
5008,"105.8364845,20.9991174;105.8360086,20.999195"
5009,"105.8267156,21.0014034;105.8274242,21.001198;105.8283835,21.0008822;105.82967,21.000425;105.8300978,21.0002924;105.8306546,21.000136;105.8326316,20.9996397;105.833573,20.9994031;105.8343606,20.9992484;105.8352502,20.9991144"
5010,"105.8352616,20.9992216;105.8343537,20.9993467;105.8335975,20.9994905;105.8326588,20.9997179;105.8306621,21.0002375;105.830119,21.0003873;105.8296672,21.000524;105.8284248,21.0009664;105.8274575,21.0012864;105.8267372,21.001498"
5011,"105.8472758,20.9962538;105.8484182,20.996126;105.850072,20.9959323;105.8518581,20.9957274;105.8535835,20.995541;105.8553029,20.9953466;105.8570163,20.9951541;105.8575447,20.9951447;105.8580382,20.9951526;105.8584627,20.9951913;105.8588939,20.9952583;105.8593309,20.9953547;105.8597474,20.9954582;105.8613776,20.9959937;105.8630914,20.996569;105.8646184,20.9971075;105.8663359,20.9977038"
5012,"105.7806146,21.0377195;105.7804986,21.0366288;105.7803283,21.0355687"
5013,"105.8486244,21.0220391;105.8485037,21.0220726;105.84777,21.0222873;105.8469946,21.0225142;105.8468244,21.0225645;105.8467658,21.0225817;105.8465981,21.0226316;105.8464432,21.0226777;105.8463276,21.0227121"
5014,"105.8291663,21.00106;105.8293446,21.0014927;105.829513,21.0018748;105.8295337,21.0019292;105.8295496,21.0019697;105.8295885,21.0020704;105.8296911,21.0023344;105.8299304,21.0029287;105.830006,21.0031139;105.8300836,21.0033565;105.8301663,21.0036149;105.8301865,21.003675;105.8302083,21.0037348"
5015,"105.7651969,20.6716495;105.7653082,20.6715475"
5016,"105.7653082,20.6715475;105.7653293,20.6715255;105.7658465,20.6709852;105.766273,20.6704802;105.7663115,20.6704346;105.7665194,20.6701823;105.7668528,20.6698454;105.7670592,20.669703;105.7671755,20.6696227;105.7673158,20.6695258;105.767534,20.6693657"
5017,"105.7887067,21.0811998;105.7886078,21.0812592;105.7884947,21.0812896;105.788377,21.0812882;105.7882647,21.0812553;105.7881674,21.0811935"
5018,"105.7585011,20.9918853;105.7587076,20.9918905;105.7592481,20.9919226;105.7595763,20.9919249;105.7598468,20.9918818"
5019,"105.9122942,21.0056688;105.8927531,20.9837174"
5020,"105.8929562,20.9835641;105.8931981,20.9838479;105.9125281,21.0055153"
5021,"105.7816808,21.0493213;105.7817159,21.0493808;105.781742,21.0494496;105.7817596,21.0495476;105.7817646,21.0496443;105.7818001,21.0501996;105.7818128,21.0503642;105.7818163,21.0503952;105.781827,21.0505119;105.7818605,21.0509151;105.7819418,21.0519545;105.7819434,21.051974;105.7819735,21.052385;105.7820104,21.0528881;105.7820406,21.05324;105.7820964,21.0537641;105.7821316,21.0540469;105.7821423,21.0541093;105.7822295,21.0545773;105.7822487,21.05468;105.7822543,21.0547264"
5022,"105.7806568,21.0394598;105.7806303,21.0392881;105.7806274,21.0392619;105.7805141,21.0380521"
5023,"105.787809,21.0840519;105.7875342,21.0848673;105.7874367,21.085087;105.7874263,21.085104;105.7873553,21.0851894"
5024,"105.9362299,21.0219285;105.9363698,21.0222735;105.9366533,21.0229726;105.9374383,21.0249081"
5025,"105.7714669,21.011909;105.7713052,21.0121093;105.7712069,21.0122308;105.7710381,21.0124273;105.7709468,21.0125362;105.7708399,21.0126637;105.7707236,21.0128024;105.769899,21.0138467;105.7697343,21.0140353;105.76957,21.0142555;105.7694104,21.0144719;105.7693117,21.014608;105.7689366,21.0151629"
5026,"105.7662544,21.0193311;105.7662688,21.0192406;105.766301,21.0189219"
5027,"105.7670295,21.0166911;105.7671956,21.0165248;105.76759,21.0160489;105.7677894,21.0158035;105.7679258,21.0156529;105.7679954,21.0155761;105.7683531,21.015284;105.7686946,21.0149199"
5028,"105.7672081,21.0175293;105.7671199,21.0176048;105.7670098,21.0176486;105.7668903,21.0176557;105.7667752,21.0176252;105.7666775,21.0175606;105.7666084,21.0174693;105.7665758,21.0173618"
5029,"105.7669074,21.0190237;105.7667144,21.020213;105.7667076,21.0203391;105.7667053,21.0204165;105.7667062,21.0204948;105.7667104,21.0205506;105.7667144,21.0206024;105.7667429,21.02085;105.7667943,21.0215569"
5030,"105.7672823,21.0173295;105.7672628,21.0174351;105.7672081,21.0175293"
5031,"105.7620524,21.0214675;105.7620553,21.0210753;105.762065,21.0197554;105.7620657,21.0196613;105.7620654,21.0192761;105.7620777,21.0181614;105.7621058,21.0176595;105.7621243,21.0174955;105.7621287,21.0174571;105.7621746,21.0171359;105.7622653,21.0166902;105.762292,21.0165707;105.7623109,21.0165437;105.7624478,21.0165643;105.7624658,21.0165859"
5032,"105.471804,21.1631181;105.4717222,21.1630493;105.4712761,21.1627015;105.4705893,21.1621598;105.4700132,21.1616583;105.4698522,21.1615694;105.4695888,21.1614795;105.4693349,21.1614495;105.4691352,21.1614163;105.468827,21.1613913;105.4685145,21.1613501;105.4682673,21.1613113;105.468148,21.1613143;105.468113,21.1612929;105.4679331,21.1613107;105.4678469,21.1612455;105.4678197,21.1612048;105.4677785,21.161143;105.4677114,21.1609979;105.4675934,21.1607152;105.4674995,21.1604507;105.4674612,21.160325;105.4674345,21.1601931;105.4673663,21.1598164;105.4671857,21.1591094;105.4670878,21.1587529;105.4669953,21.1583915;105.4665966,21.1576826;105.466432,21.1572984;105.4664016,21.1572679;105.4661799,21.1570807;105.466098,21.1570082;105.4654235,21.1561477;105.4651687,21.1558725;105.4645799,21.1555811;105.4642112,21.1551121;105.4641039,21.154897;105.464128,21.1546744;105.4641731,21.1545382;105.4642863,21.1541966;105.4643989,21.1538564;105.4643989,21.1537288;105.4641495,21.153291"
5033,"105.4641495,21.153291;105.4639998,21.152994"
5034,"105.7978101,20.963871;105.7977772,20.9637174;105.7977184,20.9634022;105.7976885,20.9632421;105.7975789,20.962987;105.7975321,20.9629247;105.7974133,20.9627669"
5035,"105.7051822,20.9245259;105.7047634,20.9245093;105.7029754,20.9244313;105.7022435,20.9244036;105.7017126,20.924395;105.7016716,20.9243943;105.7013782,20.9243825;105.6981565,20.9242104;105.6980225,20.9242029;105.6969675,20.9241438;105.6963482,20.9241226"
5036,"105.7123708,20.9274106;105.7128359,20.9277542;105.7130999,20.9279254;105.7141631,20.9286333;105.7144202,20.9288106;105.7144755,20.9288589;105.7148163,20.9290838"
5037,"105.8513222,21.0247186;105.8511856,21.0247566;105.8506903,21.0249052;105.8505687,21.0249407;105.8498423,21.0251463;105.8496991,21.0251837"
5038,"105.8124555,21.0287119;105.8125678,21.0291789;105.8126878,21.0296352;105.8129262,21.0304037;105.8130864,21.030936;105.8135388,21.0323416;105.8136305,21.0326433"
5039,"105.8136406,21.0329499;105.813638,21.0327883;105.8136305,21.0326433"
5040,"105.8138053,21.0329266;105.8138827,21.0331758;105.8139056,21.0332478"
5041,"105.7918261,21.0862353;105.7890474,21.086491;105.788669,21.086459"
5042,"105.8462821,21.0373809;105.8460762,21.03742"
5043,"105.8040869,20.9973946;105.8056497,20.9984274"
5044,"105.7882415,21.0821114;105.7883266,21.0816382;105.788361,21.0811602;105.7883413,21.0806893;105.7882494,21.0802088;105.7880261,21.0795667;105.7876799,21.0789386;105.7868848,21.0777002;105.7866209,21.0772736;105.7863588,21.076843;105.7861315,21.0763847"
5045,"105.7865234,21.0767926;105.7867687,21.0771892;105.7870333,21.0776169;105.7878333,21.0788634;105.7881805,21.0794934;105.7884173,21.0801688;105.7885135,21.0806715;105.7885342,21.0811577;105.7884991,21.0816532;105.7884115,21.0821424"
5046,"105.8298836,21.0188688;105.8296941,21.0188399;105.8296106,21.0188271;105.8294391,21.0188129;105.8292097,21.0188568"
5047,"105.8526076,20.9655342;105.8513013,20.9657386;105.8509967,20.965777;105.8504589,20.9658288"
5048,"105.9209207,21.0164769;105.920428,21.0159016;105.9198447,21.0151601;105.9189584,21.0139564;105.9180331,21.0126856"
5049,"105.9176562,21.0121522;105.91699,21.0112159;105.916404,21.0104019;105.915717,21.0095441;105.9148748,21.0085221"
5050,"105.8747036,21.0030502;105.8745005,21.0028209;105.8738674,21.0021726;105.8733916,21.0017009;105.8728106,21.0011229;105.8722024,21.0005527;105.871725,21.0001471;105.8713904,20.9998961;105.8710427,20.9996573;105.8706511,20.9994381;105.8702766,20.9992509;105.8693972,20.9989086"
5051,"105.8236974,21.0080557;105.8236303,21.0079298;105.8233952,21.0074851;105.8232526,21.0072023;105.8231341,21.0069772;105.8229571,21.0066213"
5052,"105.8239207,21.0085522;105.8237431,21.0082112;105.8236974,21.0080557"
5053,"105.8248506,21.0103259;105.824642,21.0099284;105.8245423,21.0097478"
5054,"105.8249485,21.0101564;105.8250014,21.0102688;105.8250477,21.0104207"
5055,"105.8483136,21.0084886;105.8477759,21.0083897"
5056,"105.849039,21.0086127;105.8489331,21.008593"
5057,"105.8489498,21.008419;105.8492767,21.0084557;105.8498841,21.0085102;105.8500709,21.0085403;105.8501936,21.0085569;105.8506266,21.008591"
5058,"105.8528786,21.0087325;105.8526038,21.0087394;105.8521094,21.0087575"
5059,"105.8414178,21.0008354;105.8414184,21.0012303;105.8414235,21.0015349"
5060,"105.8094373,21.0086567;105.8097271,21.0089432;105.8099527,21.0092182;105.8099782,21.0092492;105.8103806,21.0098132"
5061,"105.8119945,21.0119977;105.8122233,21.0122912;105.8123199,21.0124562"
5062,"105.9827866,21.0059352;105.9830088,21.0059086"
5063,"105.9651399,21.0194837;105.9653473,21.0195495;105.965499,21.0196163;105.9658834,21.0198674;105.9661399,21.020088"
5064,"105.9661399,21.020088;105.966321,21.0202269"
5065,"105.7058802,20.6696119;105.7062406,20.6698133;105.7070801,20.6702806;105.707314,20.6704108;105.7074489,20.6704859;105.709003,20.671449;105.7100647,20.6720991;105.7118449,20.6729443;105.7140195,20.6739276;105.716507,20.6750524;105.7166721,20.6751194;105.7167896,20.6751671;105.722092,20.6773206;105.7229282,20.6776698"
5066,"105.7229282,20.6776698;105.7230311,20.6777111"
5067,"105.7058802,20.6696119;105.7052679,20.6692406;105.7050897,20.6691369;105.7046593,20.6688685;105.704369,20.6686875;105.7040255,20.6684669;105.7039285,20.6684058;105.7031234,20.6679035;105.7027575,20.6677366;105.7016804,20.6672451;105.7012676,20.6670567"
5068,"105.709003,20.671449;105.7099239,20.6699379;105.709974,20.6697548;105.7099884,20.669516;105.7099669,20.6693128;105.7099192,20.6691521;105.7097879,20.6689244;105.7096615,20.6687682;105.7095017,20.6686387;105.7090221,20.6683351;105.7088957,20.6682325;105.7082497,20.6675645;105.7080973,20.6674061;105.7080131,20.6672845;105.7073378,20.6661297;105.7072376,20.6659243;105.7071851,20.6657748;105.7070562,20.6652413;105.7070085,20.6651341;105.7069608,20.6650515;105.7064488,20.6644045;105.7063741,20.6642242;105.7063188,20.6639229"
5069,"105.776323,20.6234773;105.7758318,20.6231422;105.7756463,20.622979;105.7747781,20.6223534;105.7746052,20.6222322;105.7745305,20.622206;105.7744663,20.6221999;105.7744078,20.6222086;105.7743618,20.6222335;105.7741311,20.6224171;105.7740944,20.6224268;105.7740571,20.6224172;105.7728055,20.6213652;105.7727757,20.6213575;105.7727521,20.6213633;105.7726265,20.6214529;105.772594,20.6214605;105.7725567,20.6214556;105.7695084,20.6193916;105.7692531,20.619241;105.7686218,20.6187959;105.7673093,20.617889;105.7660076,20.6169761;105.7659714,20.6169279;105.7659513,20.6168824;105.7659368,20.6167891;105.7659283,20.6167706;105.7659067,20.616768;105.7651939,20.6170101;105.764636,20.6174318;105.7619109,20.6219103;105.7592186,20.6245838;105.7582914,20.6255045;105.7529726,20.6307859;105.7450237,20.6386785;105.7406226,20.6430143;105.7401666,20.6434635;105.7349756,20.6485774;105.7346953,20.6488426;105.7342734,20.6492807;105.7331815,20.6504026;105.7329844,20.6506198;105.7303112,20.653397;105.7288231,20.6549429;105.7214705,20.6557863;105.7201579,20.6559369;105.7198967,20.6559669;105.7188063,20.6565609;105.7179448,20.6570567;105.7172307,20.6574192;105.7167639,20.6576735;105.7165177,20.6577402;105.7138286,20.6584686;105.7125465,20.6588186;105.7113815,20.6591366;105.7104058,20.6590301;105.7070071,20.6617842;105.7055839,20.6629738;105.705451,20.6630848"
5070,"105.5200494,20.9900782;105.5212702,20.9900052;105.523117,20.990019"
5071,"105.5225517,20.9903855;105.5200709,20.9903588"
5072,"105.5847905,21.0467477;105.587824,21.0478795;105.589149,21.0485378;105.5924723,21.0499722;105.5940498,21.050605;105.5941111,21.0506306;105.5985474,21.0524529;105.5991571,21.0527416"
5073,"105.5779403,21.0442897;105.5780867,21.0443426"
5074,"105.8469568,21.0171098;105.8466865,21.0171305;105.8448097,21.0172681"
5075,"105.8478307,21.0170696;105.8476722,21.0171239;105.8471408,21.017172;105.8469568,21.0171098"
5076,"105.8469568,21.0171098;105.8471302,21.0170602;105.8476636,21.0170213;105.8478307,21.0170696"
5077,"105.7486292,21.0064535;105.7485541,21.006457;105.7484669,21.0064632;105.7483924,21.006479;105.7482642,21.0065062;105.748057,21.0065497;105.7479209,21.0065824;105.747795,21.0066484;105.7475579,21.0066987;105.7473237,21.0067484;105.7471232,21.0067876;105.7469219,21.0068036;105.7467123,21.0068048;105.7465051,21.0067881;105.746316,21.0067433;105.7461441,21.0066727"
5078,"105.685372,20.6274232;105.6847437,20.6262549;105.6845776,20.6259342;105.6844476,20.6256527;105.684317,20.6253021;105.6842861,20.6251866;105.6841968,20.6247769;105.6841539,20.6245801;105.6841064,20.6243016;105.6840969,20.6242459;105.6840503,20.6238973;105.6839202,20.6229133;105.6838889,20.622543;105.6838759,20.6224661;105.6838541,20.622414;105.683823,20.6223617;105.6836815,20.6221884;105.6831437,20.6217203;105.6828968,20.6215014;105.6827383,20.6213834;105.6826846,20.6213765;105.6826266,20.6213782;105.6823515,20.6214897;105.6821516,20.6215707;105.6820712,20.6215921;105.6819145,20.6216146;105.6817108,20.6216297;105.6815648,20.6216297;105.6813906,20.6216184;105.6812338,20.6215921;105.6808881,20.6215055;105.6802544,20.6214328;105.6801767,20.6214178;105.680106,20.6214003;105.6785323,20.6210097;105.6782385,20.6209413;105.6778741,20.6208564;105.6776425,20.6208106;105.6774483,20.6207926;105.6773184,20.6208022;105.6768875,20.620866;105.6768014,20.620872;105.6767203,20.6208696;105.676442,20.6208269;105.6763775,20.6208109;105.6763159,20.6207879;105.6762248,20.6207263;105.6758985,20.6204615;105.6758303,20.6204194;105.6757441,20.6203797;105.6750984,20.6201329;105.6748605,20.620051;105.6747486,20.6199969;105.6745698,20.6198729;105.6745042,20.6198151;105.674319,20.6196646;105.6742277,20.6196189;105.6741274,20.6195852;105.6740039,20.6195551;105.6737737,20.6195298;105.6735357,20.619525;105.672454,20.6195984;105.6724129,20.6195972"
5079,"105.6724129,20.6195972;105.6723486,20.6195936"
5080,"105.8499573,20.9961284;105.8497976,20.9961313;105.849507,20.9961644"
5081,"105.912571,21.0059858;105.9124756,21.0058832;105.9122942,21.0056688"
5082,"105.9148568,21.00823;105.9150136,21.0084052;105.9158927,21.0094298;105.9165566,21.0103009;105.9171425,21.011115;105.9177769,21.012019"
5083,"105.9125281,21.0055153;105.9127132,21.0057156"
5084,"105.9126089,21.0059424;105.912339,21.0056337;105.8927965,20.9836845"
5085,"105.8929071,20.9836045;105.9124762,21.0055487;105.9127323,21.0058489"
5086,"105.8294809,21.0182565;105.8294855,21.0181308;105.8294371,21.0178042;105.8292934,21.0175367"
5087,"105.8290405,21.016959;105.8291997,21.0172366;105.8293644,21.0175108"
5088,"105.9560701,21.069028;105.9560776,21.0691229;105.9560602,21.0721022;105.9560453,21.0746435;105.9560288,21.0757173;105.9559974,21.0790431;105.9560798,21.0801905"
5089,"105.797746,21.0483795;105.7977519,21.0488792;105.7977724,21.0492103;105.7977711,21.0498751;105.7977697,21.0499783;105.7977642,21.0502441;105.7977629,21.0502965;105.7977633,21.0503474;105.7977693,21.0513075;105.79777,21.0514665;105.7977701,21.0515729;105.7977702,21.0517186;105.7977703,21.0518092"
5090,"105.7975653,21.0483911;105.7975178,21.0481722;105.7975255,21.0468099;105.7975311,21.0464425;105.7975315,21.0463008"
5091,"105.7975454,21.0439572;105.7975313,21.0429957;105.7975304,21.0428548"
5092,"105.7977321,21.0439743;105.797773,21.0441919;105.7977778,21.044431;105.797781,21.0456044;105.7977841,21.0457921"
5093,"105.7977932,21.0463067;105.7977938,21.04644;105.7977931,21.0466049;105.7977794,21.046791;105.7977717,21.0481647;105.797746,21.0483795"
5094,"105.8052791,21.0477876;105.8051862,21.0480539;105.8051095,21.0482778;105.8050058,21.0485825;105.8049349,21.0488248;105.8049088,21.0489642;105.8048992,21.0491489"
5095,"105.799663,21.0275852;105.7997739,21.0277909;105.8001945,21.0282711"
5096,"105.8109049,21.0108542;105.8108632,21.0107989;105.8108229,21.0107457"
5097,"105.8109892,21.0106351;105.8110295,21.0106892;105.8110704,21.01074"
5098,"105.8609207,20.9091946;105.8607376,20.9099315;105.8606302,20.9104044;105.8604465,20.9114857;105.8603664,20.9120066;105.8602745,20.9126146;105.860136,20.9138547;105.8600283,20.9150908;105.8599669,20.9163684;105.8599474,20.9175601"
5099,"105.9180331,21.0126856;105.9176562,21.0121522"
5100,"105.9177769,21.012019;105.9181539,21.0125523"
5101,"105.7564578,21.007026;105.7560962,21.0054932;105.7560784,21.0054177;105.7560699,21.0053819;105.7560542,21.0053357;105.7560034,21.0051863;105.7559482,21.0050211;105.7557998,21.0047736"
5102,"105.7572064,21.0105279;105.7572173,21.0103242;105.7572074,21.0102079;105.7571862,21.0100771;105.7567615,21.008289"
5103,"105.7568365,21.0082732;105.7571973,21.0097883;105.7572241,21.0099008;105.7572501,21.0100099;105.7572541,21.0100269;105.7573164,21.0102079;105.7573476,21.0102886;105.7573844,21.0103665;105.7574371,21.0104768"
5104,"105.7567615,21.008289;105.7564578,21.007026"
5105,"105.7560811,21.0047301;105.7560818,21.0048744;105.7560861,21.0049686;105.7560925,21.0050447;105.7561054,21.0051329;105.7561226,21.005247;105.7561419,21.0053572;105.756541,21.0070058"
5106,"105.756541,21.0070058;105.7568365,21.0082732"
5107,"105.7466222,21.0065866;105.7467718,21.006614;105.7469231,21.00662;105.7470401,21.0066155;105.7471637,21.0065958;105.7474077,21.0065472;105.7482029,21.0063726;105.7483944,21.0063284;105.7485596,21.0062921;105.7486822,21.0062662;105.7487906,21.0062496;105.7488609,21.0062432;105.748941,21.0062375;105.7490402,21.0062352;105.7491721,21.0062369;105.7492818,21.0062473;105.7493927,21.0062657;105.7495542,21.0062955;105.749734,21.0063483;105.7499024,21.0064025;105.7500652,21.0064541;105.7501955,21.0064884;105.750354,21.0065082;105.7505069,21.0065175;105.7506343,21.0065069"
5108,"105.7506343,21.0065069;105.750766,21.0064897;105.750848,21.006472;105.7509939,21.0064237;105.7512158,21.0063132"
5109,"105.7462161,21.0063965;105.7464385,21.0065244;105.7465289,21.0065595;105.7466222,21.0065866"
5110,"105.7505962,21.0066073;105.750503,21.0066061;105.7503243,21.0065923;105.7502052,21.0065751;105.7500869,21.0065463;105.7497295,21.0064359;105.7496149,21.0064002;105.7494682,21.0063645;105.7493499,21.0063381;105.7492291,21.0063243;105.7490603,21.0063116;105.7489321,21.0063151;105.7488348,21.0063266;105.7486573,21.0063542;105.7483985,21.0064083;105.7480436,21.0064911;105.7474643,21.0066199;105.7471685,21.0066798;105.7470539,21.0066993;105.7469529,21.0067108;105.7468506,21.0067212;105.7467236,21.0067177;105.7466189,21.0067126"
5111,"105.7466189,21.0067126;105.7465265,21.0067062;105.7463564,21.0066855;105.7461441,21.0066727"
5112,"105.7507648,21.0066004;105.7505962,21.0066073"
5113,"105.8162849,21.0305475;105.815964,21.0306627"
5114,"105.8188692,21.0140586;105.818796,21.0139777;105.8187277,21.0139023"
5115,"105.8262805,21.0209797;105.826253,21.0210107;105.8261838,21.0210523"
5116,"105.8257857,21.021186;105.8259488,21.0210874"
